CoinMarketCap,Name,Symbol,CoinGecko,Name,Price 2015-01-04,Price 2021-06-30,Return,Dead?,symbol,symbolconsis?,Rank - Return,Max Overall Return,Rank - Overall Max,Max Monthly Return,Rank - Monthly Max,adjusted e-value,pass 5% threshold?,pass 10% threshold?,p-value (Overall Max),p-value (Monthly Max),,,
,Node,NODE,,Node,0,0,0,1,0,0,136,1,136,1,136,0,FALSE,FALSE,1.470588235,1.470588235,7.791643186,FALSE,FALSE
,ltc2nXt,LTC2NXT,,ltc2nXt,0,0,0,1,0,0,137,1,137,1,137,0,FALSE,FALSE,1.459854015,1.459854015,7.734769878,FALSE,FALSE
,Viorcoin,VIOR,,Viorcoin,0,0,0,1,0,0,138,1,138,1,138,0,FALSE,FALSE,1.449275362,1.449275362,7.678720821,FALSE,FALSE
,FoldingCoin,FLDC,,FoldingCoin,0,0,0,1,0,0,139,1,139,1,139,0,FALSE,FALSE,1.438848921,1.438848921,7.623478225,FALSE,FALSE
,MGW,MGW,,MGW,0,0,0,1,0,0,140,1,140,1,140,0,FALSE,FALSE,1.428571429,1.428571429,7.569024809,FALSE,FALSE
,Dogeparty,XDP,,Dogeparty,0,0,0,1,0,0,141,1,141,1,141,0,FALSE,FALSE,1.418439716,1.418439716,7.515343782,FALSE,FALSE
,MMNXT,MMNXT,,MMNXT,0,0,0,1,0,0,142,1,142,1,142,0,FALSE,FALSE,1.408450704,1.408450704,7.462418826,FALSE,FALSE
,USDe,USDE,,USDe,0,0,0,1,0,0,143,1,143,1,143,0,FALSE,FALSE,1.398601399,1.398601399,7.410234079,FALSE,FALSE
,Crypti,XCR,,Crypti,0,0,0,1,0,0,144,1,144,1,144,0,FALSE,FALSE,1.388888889,1.388888889,7.35877412,FALSE,FALSE
,NeoDICE,DICE,,NeoDICE,0,0,0,1,0,0,145,1,145,1,145,0,FALSE,FALSE,1.379310345,1.379310345,7.308023954,FALSE,FALSE
,Librexcoin,LXC,,Librexcoin,0,0,0,1,0,0,146,1,146,1,146,0,FALSE,FALSE,1.369863014,1.369863014,7.257968995,FALSE,FALSE
,Devcoin,DVC,,Devcoin,0,0,0,1,0,0,147,1,147,1,147,0,FALSE,FALSE,1.360544218,1.360544218,7.208595057,FALSE,FALSE
,Bithaus,BITHAUS,,Bithaus,0,0,0,1,0,0,148,1,148,1,148,0,FALSE,FALSE,1.351351351,1.351351351,7.159888333,FALSE,FALSE
,NEMstake,NEM,,NEMstake,0,0,0,1,0,0,149,1,149,1,149,0,FALSE,FALSE,1.342281879,1.342281879,7.111835391,FALSE,FALSE
,CannaCoin,CCN,,CannaCoin,0,0,0,1,0,0,150,1,150,1,150,0,FALSE,FALSE,1.333333333,1.333333333,7.064423155,FALSE,FALSE
,SpreadCoin,SPR,,SpreadCoin,0,0,0,1,0,0,151,1,151,1,151,0,FALSE,FALSE,1.324503311,1.324503311,7.017638896,FALSE,FALSE
,NobleNXT,NOXT,,NobleNXT,0,0,0,1,0,0,152,1,152,1,152,0,FALSE,FALSE,1.315789474,1.315789474,6.971470219,FALSE,FALSE
,FIMKrypto,FIMK,,FIMKrypto,0,0,0,1,0,0,153,1,153,1,153,0,FALSE,FALSE,1.307189542,1.307189542,6.925905054,FALSE,FALSE
,Sync,SYNC,,Sync,0,0,0,1,0,0,154,1,154,1,154,0,FALSE,FALSE,1.298701299,1.298701299,6.880931645,FALSE,FALSE
,World Trade Funds,XWT,,World Trade Funds,0,0,0,1,0,0,155,1,155,1,155,0,FALSE,FALSE,1.290322581,1.290322581,6.836538537,FALSE,FALSE
,GlowShares,GSX,,GlowShares,0,0,0,1,0,0,156,1,156,1,156,0,FALSE,FALSE,1.282051282,1.282051282,6.792714572,FALSE,FALSE
,ClearingHouse,XCH,,ClearingHouse,0,0,0,1,0,0,157,1,157,1,157,0,FALSE,FALSE,1.27388535,1.27388535,6.749448875,FALSE,FALSE
,NautilusCoin,NAUT,,NautilusCoin,0,0,0,1,0,0,158,1,158,1,158,0,FALSE,FALSE,1.265822785,1.265822785,6.706730844,FALSE,FALSE
,MozzShare,MLS,,MozzShare,0,0,0,1,0,0,159,1,159,1,159,0,FALSE,FALSE,1.257861635,1.257861635,6.664550147,FALSE,FALSE
,Dorcs,DORCS,,Dorcs,0,0,0,1,0,0,160,1,160,1,160,0,FALSE,FALSE,1.25,1.25,6.622896708,FALSE,FALSE
,UnionCoin,UNC,,UnionCoin,0,0,0,1,0,0,161,1,161,1,161,0,FALSE,FALSE,1.242236025,1.242236025,6.581760704,FALSE,FALSE
,Horizon,HZ,,Horizon,0,0,0,1,0,0,162,1,162,1,162,0,FALSE,FALSE,1.234567901,1.234567901,6.541132551,FALSE,FALSE
,BearMining,BEAR,,BearMining,0,0,0,1,0,0,163,1,163,1,163,0,FALSE,FALSE,1.226993865,1.226993865,6.501002904,FALSE,FALSE
,HRNXTPool,HRNXT,,HRNXTPool,0,0,0,1,0,0,164,1,164,1,164,0,FALSE,FALSE,1.219512195,1.219512195,6.461362642,FALSE,FALSE
,Tickets,TIX,,Tickets,0,0,0,1,0,0,165,1,165,1,165,0,FALSE,FALSE,1.212121212,1.212121212,6.422202869,FALSE,FALSE
,HRLTCGEAR,HRL,,HRLTCGEAR,0,0,0,1,0,0,166,1,166,1,166,0,FALSE,FALSE,1.204819277,1.204819277,6.383514899,FALSE,FALSE
,Copperlark,CLR,,Copperlark,0,0,0,1,0,0,167,1,167,1,167,0,FALSE,FALSE,1.19760479,1.19760479,6.345290259,FALSE,FALSE
,Fibre,FIBRE,,Fibre,0,0,0,1,0,0,168,1,168,1,168,0,FALSE,FALSE,1.19047619,1.19047619,6.307520674,FALSE,FALSE
,JackpotCoin,JPC,,JackpotCoin,0,0,0,1,0,0,169,1,169,1,169,0,FALSE,FALSE,1.183431953,1.183431953,6.270198067,FALSE,FALSE
,AeroMe,AM,,AeroMe,0,0,0,1,0,0,170,1,170,1,170,0,FALSE,FALSE,1.176470588,1.176470588,6.233314549,FALSE,FALSE
,HTML5COIN,HTML5,,HTML5COIN,0,0,0,1,0,0,171,1,171,1,171,0,FALSE,FALSE,1.169590643,1.169590643,6.196862417,FALSE,FALSE
,Pesetacoin,PTC,,Pesetacoin,0,0,0,1,0,0,172,1,172,1,172,0,FALSE,FALSE,1.162790698,1.162790698,6.160834147,FALSE,FALSE
,Karmacoin,KARMA,,Karmacoin,0,0,0,1,0,0,173,1,173,1,173,0,FALSE,FALSE,1.156069364,1.156069364,6.125222389,FALSE,FALSE
,Carboncoin,CARBON,,Carboncoin,0,0,0,1,0,0,174,1,174,1,174,0,FALSE,FALSE,1.149425287,1.149425287,6.090019962,FALSE,FALSE
,GAIA,GAIA,,GAIA,0,0,0,1,0,0,175,1,175,1,175,0,FALSE,FALSE,1.142857143,1.142857143,6.055219847,FALSE,FALSE
,Quicksilver,QSLV,,Quicksilver,0,0,0,1,0,0,176,1,176,1,176,0,FALSE,FALSE,1.136363636,1.136363636,6.020815189,FALSE,FALSE
,Sapience AIFX,XAI,,Sapience AIFX,0,0,0,1,0,0,177,1,177,1,177,0,FALSE,FALSE,1.129943503,1.129943503,5.986799284,FALSE,FALSE
,SquareBit,SBIT,,SquareBit,0,0,0,1,0,0,178,1,178,1,178,0,FALSE,FALSE,1.123595506,1.123595506,5.95316558,FALSE,FALSE
,Bytecent,BYC,,Bytecent,0,0,0,1,0,0,179,1,179,1,179,0,FALSE,FALSE,1.117318436,1.117318436,5.919907672,FALSE,FALSE
,Sterlingcoin,SLG,,Sterlingcoin,0,0,0,1,0,0,180,1,180,1,180,0,FALSE,FALSE,1.111111111,1.111111111,5.887019296,FALSE,FALSE
,Boomcoin,BOOM,,Boomcoin,0,0,0,1,0,0,181,1,181,1,181,0,FALSE,FALSE,1.104972376,1.104972376,5.854494328,FALSE,FALSE
,Memorycoin,MMC,,Memorycoin,0,0,0,1,0,0,182,1,182,1,182,0,FALSE,FALSE,1.098901099,1.098901099,5.822326776,FALSE,FALSE
,e-Gulden,EFL,,e-Gulden,0,0,0,1,0,0,183,1,183,1,183,0,FALSE,FALSE,1.092896175,1.092896175,5.790510783,FALSE,FALSE
,CheckOutCoin,CXC,,CheckOutCoin,0,0,0,1,0,0,184,1,184,1,184,0,FALSE,FALSE,1.086956522,1.086956522,5.759040616,FALSE,FALSE
,SecureCoin,SRC,,SecureCoin,0,0,0,1,0,0,185,1,185,1,185,0,FALSE,FALSE,1.081081081,1.081081081,5.727910667,FALSE,FALSE
,Checkcoin,CKC,,Checkcoin,0,0,0,1,0,0,186,1,186,1,186,0,FALSE,FALSE,1.075268817,1.075268817,5.697115448,FALSE,FALSE
,Quotient,XQN,,Quotient,0,0,0,1,0,0,187,1,187,1,187,0,FALSE,FALSE,1.069518717,1.069518717,5.66664959,FALSE,FALSE
,TEKcoin,TEK,,TEKcoin,0,0,0,1,0,0,188,1,188,1,188,0,FALSE,FALSE,1.063829787,1.063829787,5.636507837,FALSE,FALSE
,LitecoinDark,LTCD,,LitecoinDark,0,0,0,1,0,0,189,1,189,1,189,0,FALSE,FALSE,1.058201058,1.058201058,5.606685044,FALSE,FALSE
,Ringo,RIN,,Ringo,0,0,0,1,0,0,190,1,190,1,190,0,FALSE,FALSE,1.052631579,1.052631579,5.577176175,FALSE,FALSE
,Colossuscoin,COL,,Colossuscoin,0,0,0,1,0,0,191,1,191,1,191,0,FALSE,FALSE,1.047120419,1.047120419,5.5479763,FALSE,FALSE
,Bottlecaps,CAP,,Bottlecaps,0,0,0,1,0,0,192,1,192,1,192,0,FALSE,FALSE,1.041666667,1.041666667,5.51908059,FALSE,FALSE
,TeslaCoin,TES,,TeslaCoin,0,0,0,1,0,0,193,1,193,1,193,0,FALSE,FALSE,1.03626943,1.03626943,5.490484318,FALSE,FALSE
,AsiaCoin,AC,,AsiaCoin,0,0,0,1,0,0,194,1,194,1,194,0,FALSE,FALSE,1.030927835,1.030927835,5.462182852,FALSE,FALSE
,Dimecoin,DIME,,Dimecoin,0,0,0,1,0,0,195,1,195,1,195,0,FALSE,FALSE,1.025641026,1.025641026,5.434171658,FALSE,FALSE
,NXTInspect,NXTI,,NXTInspect,0,0,0,1,0,0,196,1,196,1,196,0,FALSE,FALSE,1.020408163,1.020408163,5.406446292,FALSE,FALSE
,Nas,NAS,,Nas,0,0,0,1,0,0,197,1,197,1,197,0,FALSE,FALSE,1.015228426,1.015228426,5.379002403,FALSE,FALSE
,NFDCoin,NFD,,NFDCoin,0,0,0,1,0,0,198,1,198,1,198,0,FALSE,FALSE,1.01010101,1.01010101,5.351835724,FALSE,FALSE
,Virtacoin,VTA,,Virtacoin,0,0,0,1,0,0,199,1,199,1,199,0,FALSE,FALSE,1.005025126,1.005025126,5.324942077,FALSE,FALSE
,CleverHash,CHASH,,CleverHash,0,0,0,1,0,0,200,1,200,1,200,0,FALSE,FALSE,1,1,5.298317367,FALSE,FALSE
